price,bedrooms,bathrooms,area,property_type,city,region,latitude,longitude,agency,price_per_m
13750000,4,4,274,Apartment,New Cairo,Cairo,29.9875186,31.5555302,أكاديا العقارية,50182
25000000,4,4,360,Townhouse,New Cairo,Cairo,30.042572,31.5177304,Akar Town Real Estate,69444
15225000,4,4,223,Townhouse,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag One,68273
3136000,3,2,160,Apartment,Shebin al-Koum,Monufia,30.56046,31.00795,EWG Real Estate,19600
15000000,3,3,168,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Abrag Two,89285
10592323,3,3,163,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag Four,64983
3136000,3,2,160,Apartment,Shebin al-Koum,Monufia,30.56046,31.00795,EWG Real Estate,19600
30500000,4,4,440,Twin House,New Cairo,Cairo,29.1994266,32.6278104,Akar Town Real Estate,69318
8500000,3,2,147,Apartment,New Cairo,Cairo,30.0478192,31.5372842,4 C,57823
7000000,3,3,217,Apartment,New Cairo,Cairo,30.0035761,31.4056766,Elmasria For Real Estate,32258
44000000,6,6,600,Villa,New Cairo,Cairo,30.0920272,31.4838462,Bright,73333
14500000,4,3,300,iVilla,New Cairo,Cairo,29.9875186,31.5555302,Akar Town Real Estate,48333
10500000,3,3,224,Apartment,6th of October,Giza,29.9979633,30.9236038,Abrag Four,46875
20926160,3,3,245,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GH,85412
13850000,4,4,230,Townhouse,New Capital City,Cairo,30.0029471,31.595582,4 C,60217
4100000,2,2,138,Apartment,Mostakbal City,Cairo,30.0455507,31.6578556,Remax - The Address,29710
25000000,4,4,500,Twin House,New Cairo,Cairo,30.042572,31.5177304,Akar Town Real Estate,50000
27500000,4,4,470,Twin House,New Cairo,Cairo,29.1994266,32.6278104,Akar Town Real Estate,58510
8000000,3,3,150,Apartment,Madinaty,Cairo,30.09177585,31.6426486,N. MADINATY,53333
35000000,5,3,339,Villa,North Coast,Matruh,31.069119,28.232045,Egy Property,103244
4800000,0,1,57,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Driven Properties,84210
36000000,5,5,650,Villa,New Cairo,Cairo,30.0436023,31.5405209,Akar Town Real Estate,55384
20500000,4,4,350,Twin House,New Cairo,Cairo,30.042572,31.5177304,Akar Town Real Estate,58571
17000000,3,3,205,Apartment,New Cairo,Cairo,30.0111753,31.5161206,Allocate Real Estate,82926
4700000,0,2,75,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag One,62666
30000000,4,5,265,Apartment,New Cairo,Cairo,30.0259103,31.5359166,Egy Property,113207
29107136,3,4,315,Twin House,New Cairo,Cairo,30.0920272,31.4838462,4 C,92403
17500000,4,5,320,Townhouse,New Cairo,Cairo,30.042572,31.5177304,Akar Town Real Estate,54687
28500000,4,4,475,Villa,New Cairo,Cairo,30.042572,31.5177304,Akar Town Real Estate,60000
105992323,3,3,163,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag Four,650259
15715000,3,3,171,Penthouse,New Cairo,Cairo,30.0478192,31.5372842,GH,91900
8004000,2,3,158,Apartment,New Cairo,Cairo,30.0600801,31.5985531,4 C,50658
11243000,2,3,181,Apartment,New Cairo,Cairo,30.0074176,31.4887433,Mostafa Hamdon,62116
13450000,3,4,155,Twin House,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,86774
3800000,3,3,170,Apartment,Montazah,Alexandria,31.28668,30.01419,فلورانس للتسويق العقاري,22352
11774788,3,3,185,Townhouse,6th of October,Giza,30.0050838,30.9290455,Prime Community,63647
4200000,3,2,107,Apartment,Madinaty,Cairo,30.09177585,31.6426486,First Choice Real Estate,39252
29000000,4,4,525,Twin House,New Cairo,Cairo,30.0321942,31.5414938,Akar Town Real Estate,55238
5546000,4,4,235,Apartment,6th of October,Giza,30.0050838,30.9290455,ASC for real estate,23600
45000000,5,5,1300,Villa,Katameya,Cairo,29.9833058,31.3731042,Akar Town Real Estate,34615
13000000,3,3,160,Apartment,New Cairo,Cairo,30.0161288,31.5509785,Property Hills One 1,81250
6700000,3,2,125,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,ASC for real estate,53600
85000000,7,7,940,Villa,New Cairo,Cairo,30.0321942,31.5414938,prime location,90425
8850000,3,5,263,Townhouse,Mostakbal City,Cairo,30.0466368,31.6336039,prime location,33650
5400000,2,2,89,Apartment,New Cairo,Cairo,30.06603,31.48561,Escan,60674
50000000,8,7,720,Villa,New Cairo,Cairo,30.0436023,31.5405209,Property Hills One 1,69444
10547468,3,3,149,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag One,70788
7500000,3,3,155,Apartment,New Cairo,Cairo,30.06603,31.48561,Escan,48387
20205010,3,3,250,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GH,80820
14200000,2,3,127,Apartment,New Cairo,Cairo,30.0111753,31.5161206,Allocate Real Estate,111811
12500000,3,3,200,Chalet,North Coast,Matruh,31.0846702,27.9347746,Gate Real Estate,62500
30500000,5,4,178,Villa,North Coast,Matruh,30.9628937,28.7565892,Property Hills One 1,171348
5200000,3,2,155,Apartment,New Cairo,Cairo,30.0124138,31.4396951,Driven Properties,33548
6300000,3,3,165,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,4 C,38181
3200000,1,2,93,Apartment,Mostakbal City,Cairo,30.0455507,31.6578556,Remax - The Address,34408
6700000,3,2,151,Apartment,New Cairo,Cairo,30.0678135,31.5215178,Sadan Investment,44370
4200000,3,2,150,Apartment,New Cairo,Cairo,29.99352595,31.5196573,Elmasria For Real Estate,28000
10115000,3,3,235,iVilla,New Cairo,Cairo,30.07349031,31.60085522,Gate Real Estate,43042
7400000,2,2,133,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Egypt Best Properties (EBP,55639
2892000,1,1,67,Apartment,New Capital City,Cairo,30.125082,31.8853002,Ajwar For Real Estate,43164
3683563,1,1,74,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49777
5176238,2,1,104,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49771
3820163,1,1,74,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,51623
16000000,2,2,137,Apartment,San Stefano,Alexandria,31.24281,29.96275,New Home,116788
19900000,4,2,160,Apartment,Sheikh Zayed,Giza,30.0639796,30.8829127,Egypt Best Properties (EBP,124375
7000000,3,2,200,Apartment,Heliopolis,Cairo,30.09093,31.32778,محمد يوسف رويال هاوس,35000
4430231,2,1,86,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,51514
40000000,4,4,290,Villa,New Cairo,Cairo,30.07349031,31.60085522,Egypt Best Properties (EBP,137931
5216400,3,1,108,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
30000000,5,5,392,Villa,New Cairo,Cairo,30.0662855,31.4744728,Falcon Real Estate,76530
23000000,5,5,450,Villa,6th of October,Giza,29.9885982,31.0445272,Property Hills Plus,51111
10700000,2,2,127,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Falcon Real Estate,84251
6300000,3,2,174,Apartment,Sheikh Zayed,Giza,30.06229462,30.91045572,AL Hayah Investment,36206
7100000,2,2,128,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Egypt Best Properties (EBP,55468
2600000,0,1,48,Apartment,New Capital City,Cairo,29.9538021,31.7213706,La Costa Real Estate Investment & Development,54166
23729648,4,4,254,Twin House,Sheikh Zayed,Giza,30.0458493,31.0142063,Property Hills,93423
6750000,2,2,160,Apartment,Nasr City,Cairo,30.03145,31.34338,Retaj Real Estate Consultancy,42187
9870000,3,1,188,Apartment,Hurghada,Red Sea,27.2579,33.81161,Homes Bay,52500
2936000,1,1,63,Apartment,New Capital City,Cairo,30.125082,31.8853002,Ajwar For Real Estate,46603
22000000,5,4,220,Villa,6th of October,Giza,29.985209678113,31.080067422088,Falcon Real Estate,100000
5800000,3,2,140,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Falcon Real Estate,41428
8700000,2,2,90,Chalet,North Coast,Matruh,31.0724538,28.2011747,Falcon Real Estate,96666
21000000,5,5,242,Villa,New Capital City,Cairo,30.088424833334,31.692323075117,Property Hills One 1,86776
15750000,3,3,200,Twin House,North Coast,Matruh,31.0803125,28.3935625,Alaa Wael,78750
14775000,3,3,189,Apartment,Mostakbal City,Cairo,30.0455507,31.6578556,Alaa Wael,78174
21000000,4,5,267,Villa,6th of October,Giza,29.982644,31.0754749,Alaa Wael,78651
23950000,4,4,290,Twin House,Sheikh Zayed,Giza,30.076691,30.8767599,Alaa Wael,82586
6100000,3,3,145,Apartment,6th of October,Giza,30.0050838,30.9290455,Alaa Wael,42068
16000000,4,5,279,Apartment,New Cairo,Cairo,29.9637831,31.5383442,Coldwell Banker Hills,57347
15500000,7,6,495,Villa,New Cairo,Cairo,30.06805,31.406379,Property Hills One 1,31313
17000000,3,3,185,Townhouse,New Cairo,Cairo,30.0870528,31.5124185,Property Hills,91891
12700000,3,3,166,Penthouse,New Cairo,Cairo,29.9875186,31.5555302,Prime Community,76506
4100000,1,1,115,Apartment,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,35652
15249000,3,3,215,iVilla,New Cairo,Cairo,30.04842577295,31.501481164322,Prime Community,70925
16449000,3,3,180,Townhouse,North Coast,Matruh,31.07192223,28.22889797,Prime Community,91383
15450000,3,4,155,Twin House,North Coast,Matruh,31.082957585789,28.032116949628,Prime Community,99677
5500000,3,3,169,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,New Avenue,32544
6648000,3,3,146,Apartment,New Capital City,Cairo,30.001297636918,31.784604233077,Falcon Real Estate,45534
14924000,3,3,150,Duplex,North Coast,Matruh,31.07192223,28.22889797,Prime Community,99493
14150000,3,3,145,Duplex,North Coast,Matruh,31.07192223,28.22889797,Prime Community,97586
21000000,4,4,255,Penthouse,Sheikh Zayed,Giza,30.0468424,30.998248,Sara Real Estate,82352
8500000,1,1,62,Chalet,North Coast,Matruh,31.0724538,28.2011747,Falcon Real Estate,137096
20000000,5,5,220,Villa,New Cairo,Cairo,30.067179461428,31.536452798136,Property Hills One 1,90909
19590000,3,4,137,Townhouse,Makadi Bay,Red Sea,26.9637262,33.8799191,Bingo investments,142992
12817438,3,3,176,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Wall street وول ستريت للاستثمار العقاري,72826
6000000,3,2,140,Apartment,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,42857
21000000,3,3,140,Villa,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,150000
21000000,3,3,138,Villa,Makadi Bay,Red Sea,26.9637262,33.8799191,Realm Properties,152173
6000000,3,2,168,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GHP,35714
25000000,3,3,150,Villa,Makadi Bay,Red Sea,26.9637262,33.8799191,Realm Properties,166666
10000000,1,2,99,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,101010
12000000,2,2,123,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,97560
30000000,5,4,392,Townhouse,New Cairo,Cairo,30.0598936,31.4083263,Falcon Real Estate,76530
10000000,1,2,99,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,101010
4948833,3,2,157,Apartment,Hadayek October,Giza,29.948435630627,31.066704307476,Iskan West,31521
8360000,3,3,175,Apartment,New Cairo,Cairo,29.9842656,31.540594,Property hills star,47771
7185000,3,2,125,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,Golf View,57480
22000000,5,4,220,Villa,6th of October,Giza,30.0050838,30.9290455,Falcon Real Estate,100000
6520500,3,1,135,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
6000000,3,3,170,Apartment,6th of October,Giza,29.989265,31.0075456,Property Hills Plus,35294
12000000,3,4,240,Apartment,North Coast,Matruh,30.8365625,28.9590625,Egypt Best Properties (EBP,50000
3100100,3,2,178,Duplex,New Cairo,Cairo,30.06805,31.406379,SFR,17416
5181750,2,1,105,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49350
7940520,3,1,149,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,53292
7800000,3,3,200,Apartment,New Cairo,Cairo,30.0546803,31.5114161,Falcon Real Estate,39000
22000000,3,4,220,Villa,Soma Bay,Red Sea,26.8641416,33.9648764,Egypt Best Properties (EBP,100000
9800000,3,3,120,Penthouse,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,81666
20000000,3,3,194,Twin House,6th of October,Giza,30.0056616,31.0195118,Abrag Two,103092
40000000,5,5,533,Villa,New Cairo,Cairo,30.0279617,31.5318328,Homes real estate,75046
6500000,3,2,120,Chalet,North Coast,Matruh,30.9803864,28.7146239,Property hills star,54166
11930000,2,3,142,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Aqar One,84014
27000000,4,4,260,Villa,Gouna,Red Sea,27.4148421,33.6754852,Egypt Best Properties (EBP,103846
22000000,3,4,200,Villa,Gouna,Red Sea,27.4148421,33.6754852,Egypt Best Properties (EBP,110000
9000000,5,5,235,Townhouse,Sheikh Zayed,Giza,30.0577847,30.939106,Property Hills Plus,38297
4560000,3,3,228,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Seed Up,20000
8000000,3,3,365,Duplex,New Cairo,Cairo,30.01321,31.48737,Retaj Real Estate Consultancy,21917
9600000,3,3,208,Penthouse,Shorouk City,Cairo,30.118908615659,31.652102804902,Egypt Best Properties (EBP,46153
32000000,7,8,550,Villa,New Cairo,Cairo,30.0600801,31.5985531,Egypt Best Properties (EBP,58181
4926600,1,1,92,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,53550
4200000,3,2,130,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Property hills star,32307
15000000,3,2,125,Chalet,North Coast,Matruh,31.0724538,28.2011747,BackYard for Real estate,120000
4340000,3,3,217,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Seed Up,20000
11109110,2,2,120,Apartment,Sheikh Zayed,Giza,30.0639796,30.8829127,The Polygon,92575
44000000,4,5,430,Twin House,6th of October,Giza,30.0053539,30.9913517,Property hills star,102325
5000000,3,2,145,Apartment,Glim,Alexandria,31.23894,29.96411,Shaety For Real Estate,34482
21614857,3,3,230,Villa,6th of October,Giza,29.985209678113,31.080067422088,Property hills star,93977
4200000,3,2,150,Apartment,New Cairo,Cairo,29.99352595,31.5196573,Elmasria For Real Estate,28000
10115000,3,3,235,iVilla,New Cairo,Cairo,30.07349031,31.60085522,Gate Real Estate,43042
7400000,2,2,133,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Egypt Best Properties (EBP,55639
2892000,1,1,67,Apartment,New Capital City,Cairo,30.125082,31.8853002,Ajwar For Real Estate,43164
3683563,1,1,74,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49777
5176238,2,1,104,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49771
3820163,1,1,74,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,51623
16000000,2,2,137,Apartment,San Stefano,Alexandria,31.24281,29.96275,New Home,116788
19900000,4,2,160,Apartment,Sheikh Zayed,Giza,30.0639796,30.8829127,Egypt Best Properties (EBP,124375
7000000,3,2,200,Apartment,Heliopolis,Cairo,30.09093,31.32778,محمد يوسف رويال هاوس,35000
4430231,2,1,86,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,51514
40000000,4,4,290,Villa,New Cairo,Cairo,30.07349031,31.60085522,Egypt Best Properties (EBP,137931
5216400,3,1,108,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
30000000,5,5,392,Villa,New Cairo,Cairo,30.0662855,31.4744728,Falcon Real Estate,76530
23000000,5,5,450,Villa,6th of October,Giza,29.9885982,31.0445272,Property Hills Plus,51111
10700000,2,2,127,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Falcon Real Estate,84251
6300000,3,2,174,Apartment,Sheikh Zayed,Giza,30.06229462,30.91045572,AL Hayah Investment,36206
7100000,2,2,128,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Egypt Best Properties (EBP,55468
2600000,0,1,48,Apartment,New Capital City,Cairo,29.9538021,31.7213706,La Costa Real Estate Investment & Development,54166
23729648,4,4,254,Twin House,Sheikh Zayed,Giza,30.0458493,31.0142063,Property Hills,93423
6750000,2,2,160,Apartment,Nasr City,Cairo,30.03145,31.34338,Retaj Real Estate Consultancy,42187
9870000,3,1,188,Apartment,Hurghada,Red Sea,27.2579,33.81161,Homes Bay,52500
2936000,1,1,63,Apartment,New Capital City,Cairo,30.125082,31.8853002,Ajwar For Real Estate,46603
22000000,5,4,220,Villa,6th of October,Giza,29.985209678113,31.080067422088,Falcon Real Estate,100000
12472000,2,3,132,Apartment,New Cairo,Cairo,29.9771006,31.5720476,Roots,94484
8500000,3,2,140,Chalet,Ain Sukhna,Suez,29.4120527,32.5114105,trends real estate,60714
10000000,2,3,130,Chalet,Hurghada,Red Sea,26.9653125,33.8830625,Egypt Best Properties (EBP,76923
25000000,4,4,246,Townhouse,New Capital City,Cairo,29.9978985,31.63101061,IMIC Real estate,101626
35000000,6,6,385,Villa,New Cairo,Cairo,30.0600801,31.5985531,GHP,90909
15000000,3,3,165,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Falcon Real Estate,90909
12817438,3,3,176,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Wall street وول ستريت للاستثمار العقاري,72826
6000000,3,2,140,Apartment,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,42857
21000000,3,3,140,Villa,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,150000
21000000,3,3,138,Villa,Makadi Bay,Red Sea,26.9637262,33.8799191,Realm Properties,152173
6000000,3,2,168,Apartment,New Cairo,Cairo,30.0478192,31.5372842,GHP,35714
25000000,3,3,150,Villa,Makadi Bay,Red Sea,26.9637262,33.8799191,Realm Properties,166666
10000000,1,2,99,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,101010
12000000,2,2,123,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,97560
30000000,5,4,392,Townhouse,New Cairo,Cairo,30.0598936,31.4083263,Falcon Real Estate,76530
10000000,1,2,99,Apartment,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,101010
4948833,3,2,157,Apartment,Hadayek October,Giza,29.948435630627,31.066704307476,Iskan West,31521
8360000,3,3,175,Apartment,New Cairo,Cairo,29.9842656,31.540594,Property hills star,47771
7185000,3,2,125,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,Golf View,57480
22000000,5,4,220,Villa,6th of October,Giza,30.0050838,30.9290455,Falcon Real Estate,100000
6520500,3,1,135,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
6000000,3,3,170,Apartment,6th of October,Giza,29.989265,31.0075456,Property Hills Plus,35294
12000000,3,4,240,Apartment,North Coast,Matruh,30.8365625,28.9590625,Egypt Best Properties (EBP,50000
3100100,3,2,178,Duplex,New Cairo,Cairo,30.06805,31.406379,SFR,17416
5181750,2,1,105,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,49350
7940520,3,1,149,Apartment,Hurghada,Red Sea,27.204182993275,33.839404815903,EOH-Emerald,53292
7800000,3,3,200,Apartment,New Cairo,Cairo,30.0546803,31.5114161,Falcon Real Estate,39000
22000000,3,4,220,Villa,Soma Bay,Red Sea,26.8641416,33.9648764,Egypt Best Properties (EBP,100000
9800000,3,3,120,Penthouse,Hurghada,Red Sea,26.9653125,33.8830625,Realm Properties,81666
20000000,3,3,194,Twin House,6th of October,Giza,30.0056616,31.0195118,Abrag Two,103092
15145000,1,2,105,Apartment,Heliopolis,Cairo,30.09093,31.32778,Falcon Real Estate,144238
14700000,10,6,402,Villa,Borg al-Arab,Alexandria,29.550836851327,30.867589850082,Remax professional,36567
10220000,2,2,104,Hotel Apartment,Heliopolis,Cairo,30.082528010338,31.348869380965,Falcon Real Estate,98269
4636800,2,1,96,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
26000000,3,4,250,Twin House,North Coast,Matruh,31.0842803,28.1066088,Egypt Best Properties (EBP,104000
16750000,3,3,380,Townhouse,6th of October,Giza,30.0053539,30.9913517,Property hills star,44078
26000000,4,5,280,Twin House,North Coast,Matruh,31.0842803,28.1066088,Egypt Best Properties (EBP,92857
30000000,4,4,350,Villa,North Coast,Matruh,31.0842803,28.1066088,Egypt Best Properties (EBP,85714
28000000,4,5,450,Villa,North Coast,Matruh,31.0842803,28.1066088,Egypt Best Properties (EBP,62222
8500000,3,3,212,Apartment,6th of October,Giza,30.0076608,31.0894755,Property Hills Plus,40094
17000000,6,8,371,Twin House,6th of October,Giza,30.0057578,31.036498,Property Hills Plus,45822
7700000,3,3,286,Apartment,6th of October,Giza,30.013687,31.0706419,Property Hills Plus,26923
8400000,2,3,183,Apartment,6th of October,Giza,30.0076608,31.0894755,Property Hills Plus,45901
4730000,1,1,128,Apartment,Hurghada,Red Sea,27.17075315333,33.820977908593,AKA Group Development,36953
18076000,4,4,261,Townhouse,New Cairo,Cairo,29.9842656,31.540594,prime location,69256
8000000,3,3,243,Apartment,6th of October,Giza,30.013687,31.0706419,Property Hills Plus,32921
39000000,4,4,218,Twin House,Mostakbal City,Cairo,30.067731856701,31.692446717947,Egypt Best Properties (EBP,178899
44000000,3,3,215,Villa,Mostakbal City,Cairo,30.067731856701,31.692446717947,Egypt Best Properties (EBP,204651
50000000,4,4,220,Villa,Mostakbal City,Cairo,30.067731856701,31.692446717947,Egypt Best Properties (EBP,227272
53000000,4,4,250,Villa,Mostakbal City,Cairo,30.067731856701,31.692446717947,Egypt Best Properties (EBP,212000
63000000,5,5,311,Villa,Mostakbal City,Cairo,30.067731856701,31.692446717947,Egypt Best Properties (EBP,202572
13000000,4,3,147,Apartment,New Heliopolis,Cairo,30.166137,31.6680496,Egypt Best Properties (EBP,88435
10900000,2,2,100,Apartment,Makadi Bay,Red Sea,26.9817908,33.8615265,Egypt Best Properties (EBP,109000
8700000,1,1,68,Apartment,Soma Bay,Red Sea,26.8595201,33.9719715,Egypt Best Properties (EBP,127941
6400000,3,3,160,Apartment,Sheikh Zayed,Giza,30.108251845015,30.969869330074,Property hills star,40000
6700000,3,3,210,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,31904
6500000,3,3,190,Apartment,New Cairo,Cairo,30.0298889,31.41647,البيت المصري. . حياه افضل,34210
8500000,3,3,200,Apartment,New Cairo,Cairo,29.9986558,31.426684,شركة تكاول,42500
10909164,3,3,141,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag One,77369
6000000,3,2,133,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Utopia For Real Estate,45112
4266164,2,3,120,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,35551
256000000,6,6,700,Villa,Sheikh Zayed,Giza,30.073028969307,30.965373520242,Flip real estate,365714
5000000,3,3,168,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,29761
3500000,2,3,124,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,28225
18000000,3,3,333,Duplex,Mostakbal City,Cairo,30.0669117,31.3375553,Utopia For Real Estate,54054
7500000,3,2,200,Apartment,New Cairo,Cairo,30.0492546,31.44396,شركة تكاول,37500
18500000,1,1,84,Apartment,North Coast,Matruh,30.0550268,31.3366903,New Avenue,220238
18500000,3,3,287,Duplex,New Cairo,Cairo,30.0111753,31.5161206,Urbanera Properties,64459
5800000,3,2,200,Apartment,New Cairo,Cairo,30.0035761,31.4056766,شركة تكاول,29000
4000000,3,2,138,Apartment,New Cairo,Cairo,30.0124138,31.4396951,Urbanera Properties,28985
42000000,6,11,560,Villa,6th of October,Giza,29.9633661,31.0009178,Utopia For Real Estate,75000
14000000,3,3,165,Townhouse,Mostakbal City,Cairo,30.071167937022,31.650292479103,Hype set,84848
7000000,3,2,126,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Utopia For Real Estate,55555
21000000,3,5,300,Twin House,New Cairo,Cairo,30.0600801,31.5985531,Green Home,70000
10700000,4,5,255,Apartment,New Cairo,Cairo,30.0600801,31.5985531,Green Home,41960
45000000,6,6,608,Villa,New Cairo,Cairo,30.0600801,31.5985531,Green Home,74013
5800000,2,3,131,Apartment,6th of October,Giza,29.8561331,30.9018623,Property hills star,44274
23000000,3,3,200,Apartment,Sheikh Zayed,Giza,29.999066529633,31.002288720817,Egypt Best Properties (EBP,115000
4900000,3,3,170,Apartment,6th of October,Giza,29.989265,31.0075456,Property Hills Plus,28823
7700000,1,1,77,Apartment,Mostakbal City,Cairo,30.051694701504,31.679024895964,Ahmed Ali Elsayed,100000
6400000,3,3,160,Apartment,Sheikh Zayed,Giza,30.108251845015,30.969869330074,Property hills star,40000
6700000,3,3,210,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,31904
6500000,3,3,190,Apartment,New Cairo,Cairo,30.0298889,31.41647,البيت المصري. . حياه افضل,34210
8500000,3,3,200,Apartment,New Cairo,Cairo,29.9986558,31.426684,شركة تكاول,42500
10909164,3,3,141,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Abrag One,77369
6000000,3,2,133,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Utopia For Real Estate,45112
4266164,2,3,120,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,35551
256000000,6,6,700,Villa,Sheikh Zayed,Giza,30.073028969307,30.965373520242,Flip real estate,365714
5000000,3,3,168,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,29761
3500000,2,3,124,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,28225
18000000,3,3,333,Duplex,Mostakbal City,Cairo,30.0669117,31.3375553,Utopia For Real Estate,54054
7500000,3,2,200,Apartment,New Cairo,Cairo,30.0492546,31.44396,شركة تكاول,37500
18500000,1,1,84,Apartment,North Coast,Matruh,30.0550268,31.3366903,New Avenue,220238
18500000,3,3,287,Duplex,New Cairo,Cairo,30.0111753,31.5161206,Urbanera Properties,64459
5800000,3,2,200,Apartment,New Cairo,Cairo,30.0035761,31.4056766,شركة تكاول,29000
4000000,3,2,138,Apartment,New Cairo,Cairo,30.0124138,31.4396951,Urbanera Properties,28985
42000000,6,11,560,Villa,6th of October,Giza,29.9633661,31.0009178,Utopia For Real Estate,75000
14000000,3,3,165,Townhouse,Mostakbal City,Cairo,30.071167937022,31.650292479103,Hype set,84848
8970000,3,2,169,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Imkan Investment,53076
7000000,3,2,126,Chalet,Ain Sukhna,Suez,29.6727347,32.3374381,Utopia For Real Estate,55555
15145000,1,2,105,Apartment,Heliopolis,Cairo,30.09093,31.32778,Falcon Real Estate,144238
14700000,10,6,402,Villa,Borg al-Arab,Alexandria,29.550836851327,30.867589850082,Remax professional,36567
10220000,2,2,104,Hotel Apartment,Heliopolis,Cairo,30.082528010338,31.348869380965,Falcon Real Estate,98269
4636800,2,1,96,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,48300
26000000,3,4,250,Twin House,North Coast,Matruh,31.0842803,28.1066088,Egypt Best Properties (EBP,104000
30000000,4,4,302,Villa,Sheikh Zayed,Giza,30.0658972,30.8982908,Egypt Best Properties (EBP,99337
