price,bedrooms,bathrooms,area,property_type,city,region,latitude,longitude,agency,price_per_m
5500000,2,2,110,Apartment,Zamalek,Cairo,30.0569,31.22129,El Diyar Real Estate,50000
15900000,5,4,286,Villa,New Heliopolis,Cairo,30.166137,31.6680496,Property Hills One 1,55594
7560000,3,3,175,iVilla,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,43200
16000000,4,2,200,Chalet,North Coast,Matruh,31.1775597,27.618041,Property Hills One 1,80000
3950000,2,1,95,Chalet,Ain Sukhna,Suez,29.73754952447,32.397370935495,Emad,41578
4727000,3,3,162,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Damson Real estate,29179
13400000,1,2,56,Chalet,North Coast,Matruh,30.834438,28.963224,Falcon Real Estate,239285
13025000,4,3,220,Townhouse,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,59204
8290170,2,2,124,Apartment,Sheikh Zayed,Giza,30.099722797012,30.874499742543,Falcon Real Estate,66856
7962000,5,4,392,Twin House,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,20311
9887428,3,3,160,Apartment,New Cairo,Cairo,30.07349031,31.60085522,Falcon Real Estate,61796
3022000,3,2,154,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Sigma Real Estate,19623
6000000,3,3,200,Apartment,6th of October,Giza,29.9820789,30.9664711,داركو العقارية,30000
11008000,3,3,210,Townhouse,6th of October,Giza,29.9924715,30.8920785,Gate Real Estate,52419
2890000,3,3,170,Apartment,Shorouk City,Cairo,30.14421,31.63972,ALSALIH Development,17000
4900000,3,3,265,Apartment,Shorouk City,Cairo,30.14421,31.63972,ALSALIH Development,18490
7410000,3,3,169,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Aqar Factory,43846
7560000,3,3,175,iVilla,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,43200
8800000,3,3,150,Apartment,Madinaty,Cairo,30.09177585,31.6426486,White house,58666
16000000,3,3,200,Villa,Soma Bay,Red Sea,26.8641416,33.9648764,Egypt Best Properties (EBP,80000
15643000,4,4,196,Duplex,Sheikh Zayed,Giza,30.0628118,30.8623668,Gate Real Estate,79811
14000000,6,3,350,Villa,Shorouk City,Cairo,30.131162,31.6236404,Property Hills One 1,40000
6100000,3,3,166,Apartment,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,36746
7461000,1,1,76,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Emad,98171
3750000,3,3,240,Duplex,Shorouk City,Cairo,30.14421,31.63972,بيتي للمقاولات,15625
4500000,3,3,237,Apartment,Shorouk City,Cairo,30.14421,31.63972,بيتي للمقاولات,18987
10500000,3,2,113,Chalet,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,92920
5568000,3,2,133,Apartment,North Coast,Matruh,30.8583492,28.9042079,Falcon Real Estate,41864
33000000,7,6,390,Villa,New Cairo,Cairo,30.06805,31.406379,Property Hills One 1,84615
20700000,3,2,170,Duplex,New Heliopolis,Cairo,30.163528044741,31.677762679717,Property Hills One 1,121764
10594800,3,3,181,Chalet,Ain Sukhna,Suez,29.39286,32.5399151,Property Hills One 1,58534
28300000,2,2,125,Chalet,Gouna,Red Sea,27.4055743,33.6585731,Property Hills One 1,226400
4119500,1,1,70,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,58850
3659400,0,1,57,Chalet,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,64200
3750000,1,1,75,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,50000
4868500,1,1,70,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,69550
9200000,3,2,112,Penthouse,North Coast,Matruh,31.0846702,27.9347746,Gate Real Estate,82142
3477500,1,1,65,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,53500
20450000,3,4,260,Townhouse,New Cairo,Cairo,30.0436023,31.5405209,prime location,78653
10000000,5,5,239,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Falcon Real Estate,41841
4734500,2,1,85,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,55700
7707700,1,1,70,Penthouse,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,110110
4650000,2,2,125,Apartment,6th of October,Giza,29.8561331,30.9018623,Property hills star,37200
6900000,2,2,138,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Aqar Factory,50000
7838208,2,2,108,Apartment,Sheikh Zayed,Giza,30.099722797012,30.874499742543,New Arkan Properties,72576
5475000,3,3,192,Apartment,New Cairo,Cairo,30.0268356,31.493173,Al Arabia Egypt,28515
3225000,3,2,150,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Al Arabia Egypt,21500
4065000,3,2,166,Apartment,New Cairo,Cairo,30.0696585,31.5454876,Al Arabia Egypt,24487
6300000,3,3,230,Apartment,New Cairo,Cairo,30.0546803,31.5114161,Al Arabia Egypt,27391
4620000,3,3,165,Apartment,New Cairo,Cairo,30.07582038,31.51507649,Al Arabia Egypt,28000
6900000,3,3,230,Apartment,New Cairo,Cairo,30.032755,31.4620516,Al Arabia Egypt,30000
3659400,0,1,57,Chalet,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,64200
10500000,4,4,207,Villa,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,50724
4164000,3,2,180,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,23133
5300000,3,3,175,Apartment,Sheikh Zayed,Giza,30.099722797012,30.874499742543,Property hills star,30285
6000000,2,1,96,Apartment,New Cairo,Cairo,30.06603,31.48561,Home Hub,62500
7380000,3,2,110,Chalet,North Coast,Matruh,31.0846702,27.9347746,Property hills star,67090
19500000,6,5,373,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Aqar Factory,52278
2900000,0,1,45,Chalet,Hurghada,Red Sea,27.2579,33.81161,Red Sea Pro,64444
7367500,4,3,301,Duplex,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,24476
3748400,3,2,173,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,21667
3652800,3,2,156,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,23415
51000000,4,4,600,Villa,New Cairo,Cairo,30.0321942,31.5414938,prime location,85000
4284000,1,1,77,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,55636
10000000,4,3,255,Townhouse,New Capital City,Cairo,30.0029471,31.595582,Falcon Real Estate,39215
4170000,2,2,128,Apartment,New Heliopolis,Cairo,30.163528044741,31.677762679717,Closer Real Estate,32578
12500000,3,3,265,Villa,Mostakbal City,Cairo,29.9995816,31.5073804,Property Hills One 1,47169
7350000,2,2,138,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Falcon Real Estate,53260
13500000,4,3,192,Penthouse,New Cairo,Cairo,30.025056,31.5948035,prime location,70312
33800000,5,4,326,Villa,New Cairo,Cairo,30.0074176,31.4887433,prime location,103680
4391100,2,1,82,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,53550
4801800,3,2,171,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,28080
4065600,3,2,162,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,25096
3941000,3,1,170,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,23182
33000000,4,4,420,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,78571
4101400,3,2,158,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,25958
3900000,2,1,100,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Falcon Real Estate,39000
5200000,3,3,168,Apartment,Mostakbal City,Cairo,30.0466368,31.6336039,prime location,30952
31000000,3,5,357,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,86834
3511200,2,1,76,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,46200
3505750,3,2,155,Apartment,Obour City,Cairo,30.264505098189,31.501494150872,EOH-Emerald,22617
7700000,3,2,150,Chalet,Ain Sukhna,Suez,29.63256,32.33002,Iltiqaa,51333
12600000,3,4,309,Townhouse,New Capital City,Cairo,29.948894,31.7030369,Supermarket Aqari,40776
19200000,4,4,287,Villa,New Capital City,Cairo,30.0029471,31.595582,Penates,66898
4341096,1,1,53,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,81907
7534998,2,1,89,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,84662
6999750,2,1,91,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,76920
10000000,5,5,394,Twin House,Sheikh Zayed,Giza,30.0671203,30.9748467,Property Hills Plus,25380
13500000,6,6,357,Villa,6th of October,Giza,29.9885982,31.0445272,Property Hills Plus,37815
18600000,4,4,280,Twin House,New Capital City,Cairo,30.0029471,31.595582,New Avenue,66428
40000000,6,6,560,Villa,New Capital City,Cairo,30.0029471,31.595582,New Avenue,71428
32800000,5,4,350,Twin House,New Cairo,Cairo,29.1994266,32.6278104,New Avenue,93714
9170000,3,2,125,Penthouse,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,73360
15900000,3,3,170,Apartment,6th of October,Giza,29.989265,31.0075456,Abrag One,93529
7000000,3,2,176,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Falcon Real Estate,39772
6430000,3,3,149,Apartment,Sheikh Zayed,Giza,30.0628118,30.8623668,Property hills star,43154
8000000,3,4,155,Townhouse,6th of October,Giza,29.9844638,30.8817192,Abrag Four,51612
9080000,3,3,235,iVilla,New Cairo,Cairo,30.07349031,31.60085522,GH Elite,38638
5200000,3,3,200,Apartment,Nasr City,Cairo,30.03145,31.34338,Retaj Real Estate Consultancy,26000
4000000,3,2,200,Apartment,Nasr City,Cairo,30.03145,31.34338,Retaj Real Estate Consultancy,20000
4800000,3,2,185,Apartment,Nasr City,Cairo,30.03145,31.34338,Retaj Real Estate Consultancy,25945
8500000,4,3,470,Duplex,New Cairo,Cairo,30.0546803,31.5114161,4U Real Estate,18085
15000000,7,7,617,Villa,New Cairo,Cairo,30.0529708,31.4834647,Property Hills One 1,24311
8600000,3,3,198,Apartment,New Cairo,Cairo,29.9684182,31.5288907,Catchers investment,43434
2400000,2,1,94,Apartment,Katameya,Cairo,29.9773073,31.35916,Essam mohamed alaa,25531
19500000,3,4,273,Apartment,6th of October,Giza,29.989265,31.0075456,Abrag One,71428
8000000,4,3,260,Apartment,New Cairo,Cairo,30.0124138,31.4396951,MDS group,30769
5300000,2,2,120,Apartment,New Cairo,Cairo,29.939662391024,31.564651421584,Capital Agency,44166
5180000,3,2,148,Apartment,Shorouk City,Cairo,30.117319900012,31.657952438438,AL Hayah Investment,35000
9000000,4,3,245,Apartment,Moharam Bik,Alexandria,31.17310014,29.9287022,Remax professional,36734
26770000,4,6,364,Villa,Sheikh Zayed,Giza,30.0548836,30.86942476,Abrag One,73543
9900000,2,2,95,Chalet,North Coast,Matruh,28.3758068,31.0726657,Gate Real Estate,104210
8438000,2,2,324,Apartment,Smoha,Alexandria,31.217609907318,29.956761057671,Remax professional,26043
12000000,3,3,170,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,prime location,70588
6100000,3,2,107,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,57009
9900000,3,3,178,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,55617
11000000,2,2,118,Apartment,Sheikh Zayed,Giza,30.090808251198,30.871787915522,Egypt Best Properties (EBP,93220
41700000,8,8,480,Villa,New Cairo,Cairo,30.0051899,31.5160253,Property Hills One 1,86875
77000000,8,8,1800,Villa,New Cairo,Cairo,29.9842656,31.540594,Property Hills One 1,42777
12000000,3,4,360,Duplex,Sheikh Zayed,Giza,30.0276183,30.9770894,شركة تراست للتسويق,33333
16000000,8,8,1462,Villa,North Coast,Matruh,30.9447479,28.7978345,Property Hills One 1,10943
15000000,6,6,617,Villa,New Cairo,Cairo,30.0419153,31.4661417,Property Hills One 1,24311
18900000,6,6,784,Villa,New Cairo,Cairo,30.0529708,31.4834647,Property Hills One 1,24107
24250000,7,7,844,Villa,New Cairo,Cairo,30.0419153,31.4661417,Property Hills One 1,28732
7000000,3,3,150,Apartment,New Capital City,Cairo,30.001297636918,31.784604233077,Grow Up Real Estate,46666
4000000,3,2,120,Chalet,North Coast,Matruh,31.0814176,28.0817098,Blue Reef for Real Estate Investment,33333
10000000,0,1,75,Room,North Coast,Matruh,30.9628937,28.7565892,a-one real estate,133333
32000000,5,5,235,Villa,New Cairo,Cairo,29.99792889,31.49372067,Property Hills One 1,136170
31000000,4,4,330,Penthouse,North Coast,Matruh,30.9628937,28.7565892,a-one real estate,93939
30000000,2,2,140,Chalet,North Coast,Matruh,30.9628937,28.7565892,a-one real estate,214285
5500000,3,2,118,Hotel Apartment,Smoha,Alexandria,31.204643285686,29.972258408593,Khalid Al-Qadi,46610
3140280,1,1,53,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,59250
30505380,3,2,234,Townhouse,New Heliopolis,Cairo,30.166137,31.6680496,Property Hills One 1,130364
3300000,3,2,205,Apartment,Shorouk City,Cairo,30.14421,31.63972,عمائر للتنمية العقارية,16097
9386300,2,1,134,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,70047
8500000,3,2,163,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Bright,52147
22000000,2,2,136,Apartment,North Coast,Matruh,30.9628937,28.7565892,a-one real estate,161764
58470000,5,4,300,Twin House,New Cairo,Cairo,29.9842656,31.540594,Property Hills One 1,194900
11000000,3,2,140,Townhouse,Ain Sukhna,Suez,29.39286,32.5399151,Blue Reef for Real Estate Investment,78571
6300000,3,3,175,Apartment,Katameya,Cairo,29.980463,31.3854644,Blue Reef for Real Estate Investment,36000
2200000,1,1,60,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Blue Reef for Real Estate Investment,36666
6800000,2,2,134,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Capital Agency,50746
5900000,3,2,158,Apartment,New Capital City,Cairo,30.0395901,31.6985965,Capital Agency,37341
5200000,2,2,128,Apartment,Katameya,Cairo,29.980463,31.3854644,Blue Reef for Real Estate Investment,40625
7200000,3,3,155,Apartment,New Cairo,Cairo,30.06603,31.48561,Escan,46451
22800000,4,5,180,Villa,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,126666
26930000,4,4,304,Townhouse,6th of October,Giza,30.0092002,31.0178278,Egypt Best Properties (EBP,88585
4138353,3,3,144,Apartment,New Capital City,Cairo,30.0550268,31.3366903,deal,28738
35993000,6,6,362,Twin House,6th of October,Giza,30.0092002,31.0178278,Egypt Best Properties (EBP,99428
4200000,3,3,160,Apartment,Mostakbal City,Cairo,30.0527286,31.6173381,Blue Reef for Real Estate Investment,26250
11000000,5,5,195,Townhouse,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,56410
29930000,7,5,300,Twin House,6th of October,Giza,30.0092002,31.0178278,Egypt Best Properties (EBP,99766
6800000,3,3,187,Apartment,Shorouk City,Cairo,30.121553078962,31.624847237704,New Avenue,36363
6800000,3,3,159,Apartment,New Cairo,Cairo,30.06805,31.406379,Blue Reef for Real Estate Investment,42767
13000000,3,4,250,Apartment,Maadi,Cairo,29.9615409,31.2921356,199St. Real estate,52000
5500000,2,1,100,Chalet,Ain Sukhna,Suez,29.39286,32.5399151,Blue Reef for Real Estate Investment,55000
6000000,2,2,121,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,49586
6500000,4,3,232,Apartment,New Capital City,Cairo,30.0215667,31.6523677,Imkan Investment,28017
5480000,2,2,97,Chalet,North Coast,Matruh,31.0814176,28.0817098,Blue Reef for Real Estate Investment,56494
5100000,3,3,163,Apartment,Mostakbal City,Cairo,30.0527286,31.6173381,Blue Reef for Real Estate Investment,31288
6000000,4,4,281,Townhouse,6th of October,Giza,29.9959373,31.0259666,Property Hills Plus,21352
920000,2,1,100,Apartment,Nakheel,Alexandria,31.24605,29.99844,العربي جروب للتسويق العقاري,9200
8500000,4,4,175,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Blue Reef for Real Estate Investment,48571
7200000,3,2,135,Chalet,North Coast,Matruh,31.0228407,28.5255196,La serina el sokhna,53333
8500000,4,4,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,Falcon Real Estate,40094
5500000,3,3,172,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Blue Reef for Real Estate Investment,31976
6000000,3,3,185,Apartment,New Cairo,Cairo,30.07349031,31.60085522,Scouts,32432
4700000,3,2,185,Apartment,6th of October,Giza,29.9820789,30.9664711,داركو العقارية,25405
10500000,3,2,168,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,62500
9000000,2,2,125,Apartment,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,72000
3800000,2,1,82,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Ma Ville Real Estate,46341
14000000,2,2,135,Apartment,New Cairo,Cairo,30.0161288,31.5509785,4 C,103703
9000000,2,2,125,Apartment,6th of October,Giza,29.8561331,30.9018623,Egypt Best Properties (EBP,72000
4100000,3,2,140,Apartment,Sheikh Zayed,Giza,30.014037383067,30.988163564418,Property hills star,29285
8200000,3,3,155,Twin House,North Coast,Matruh,31.082957585789,28.032116949628,Property hills star,52903
7500000,6,5,335,Villa,Sheikh Zayed,Giza,30.0111914,30.9073809,Living Vibes,22388
6684000,3,3,181,Duplex,Hadayek October,Giza,29.9308114,31.0876497,Property Hills Elite,36928
5720000,3,3,170,Apartment,Heliopolis,Cairo,30.09093,31.32778,Imkan Investment,33647
4200000,3,2,142,Apartment,Sheikh Zayed,Giza,30.0639796,30.8829127,Property hills star,29577
3450000,2,1,77,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Owner plus,44805
27000000,4,4,246,Townhouse,New Capital City,Cairo,29.9978985,31.63101061,IMIC Real estate,109756
11154456,3,1,149,Apartment,Hurghada,Red Sea,27.2579,33.81161,EOH-Emerald,74862
5500000,2,1,121,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Abrag Three,45454
3898800,3,3,176,Apartment,Obour City,Cairo,30.203621600201,31.646063680947,EOH-Emerald,22152
7200000,4,4,200,Apartment,Sheikh Zayed,Giza,30.0648376,30.94684,Property Hills Plus,36000
7300000,4,3,197,Townhouse,Sheikh Zayed,Giza,30.0648376,30.94684,Property Hills Plus,37055
37000000,5,4,288,Twin House,Shorouk City,Cairo,30.1722023,31.6028909,Scouts,128472
15369972,2,3,110,Chalet,Soma Bay,Red Sea,26.8641416,33.9648764,Egypt Best Properties (EBP,139727
3900000,2,2,96,Chalet,Ain Sukhna,Suez,29.39286,32.5399151,Blue Reef for Real Estate Investment,40625
28000000,4,4,378,Villa,Sheikh Zayed,Giza,30.0347336,30.9935689,Nubian Group,74074
4000000,3,2,210,Apartment,New Cairo,Cairo,30.0395493,31.4692023,النمر للمقاولات,19047
10670000,3,3,150,Apartment,Madinaty,Cairo,30.096464,31.6670565,AL Essamy Group,71133
3500000,2,1,100,Apartment,Sidi Gaber,Alexandria,31.210721264911,29.943776242076,Remax professional,35000
11242000,6,6,283,Apartment,Madinaty,Cairo,30.09177585,31.6426486,AL Essamy Group,39724
11500000,4,4,245,Apartment,Madinaty,Cairo,30.09177585,31.6426486,AL Essamy Group,46938
9000000,5,5,320,Townhouse,Sheikh Zayed,Giza,30.0671203,30.9748467,Property Hills Plus,28125
4101400,3,3,157,Apartment,Obour City,Cairo,30.203621600201,31.646063680947,EOH-Emerald,26123
7400000,4,4,200,Penthouse,New Cairo,Cairo,29.9684182,31.5288907,Penates,37000
4000000,3,2,170,Apartment,New Cairo,Cairo,29.99352595,31.5196573,النمر للمقاولات,23529
11008000,3,3,210,Townhouse,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,52419
32000000,4,5,385,Villa,New Cairo,Cairo,30.0600801,31.5985531,Green Home,83116
33000000,4,7,440,Villa,New Cairo,Cairo,30.0600801,31.5985531,Green Home,75000
45000000,6,6,608,Villa,New Cairo,Cairo,30.0600801,31.5985531,Green Home,74013
21000000,3,5,300,Twin House,New Cairo,Cairo,30.0600801,31.5985531,Green Home,70000
26500000,4,4,425,Villa,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,62352
12000000,3,3,175,Chalet,North Coast,Matruh,30.834438,28.963224,Superior LLC renovation home & property management,68571
15000000,6,6,450,Villa,Sheikh Zayed,Giza,30.055711985811,30.832810731553,Property Hills Plus,33333
5980000,3,3,165,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Property Hills VIP,36242
5660000,3,2,140,Apartment,New Cairo,Cairo,30.01321,31.48737,Better House Development,40428
4250000,3,3,230,Apartment,Obour City,Cairo,30.22834,31.47989,Sodik real estate,18478
